Alert ID,Entry Date,Ticker,Entry Price,Shares,Cost Basis,Days Held,Status,Position Type,Strategy,Timeframe,Alert Name
2334041530,2025-10-03,ANET,145.95,1,145.95,9,Open,Long,1H ANET nSkew v3 5%SL 10%TP,1h,1H ANET nSkew v3 5%SL 10%TP
2334187679,2025-10-03,PLTR,173.06,1,173.06,9,Open,Long,30M PLTR nSkew v3 5%SL 1%TP,30m,30M PLTR nSkew v3 5%SL 1%TP
2334220592,2025-10-03,PANW,207.71,1,207.71,10,Open,Long,15M PANW nSkew v3 5%SL 5%TP,15m,15M PANW nSkew v3 5%SL 5%TP
2342832364,2025-10-03,RBLX,122.96,1,122.96,9,Open,Long,15M RBLX 1Skew v3 3%SL 1%TP,15m,15M RBLX 1Skew v3 3%SL 1%TP
2348759816,2025-10-03,HOOD,148.63,1,148.63,9,Open,Long,15M HOOD nEqual v3 5%SL 1%TP,15m,15M HOOD nEqual v3 5%SL 1%TP
2482566557,2025-10-01,WM,220.55,1,220.55,11,Open,Long,15M WM 1Skew v3 5%SL 1%TP,15m,15M WM 1Skew v3 5%SL 1%TP
2482575089,2025-10-03,PANW,208.0,1,208.0,10,Open,Long,10M PANW 1Skew v3 5%SL 1%TP,10m,10M PANW 1Skew v3 5%SL 1%TP
2504342885,2025-07-24,MNQ1,23390.0,1,23390.0,81,Open,Long,30M MNQ1! nSkew ATR v3 ,30m,30M MNQ1! nSkew ATR v3 
2565669383,2025-10-03,BULL,14.38,1,14.38,9,Open,Long,15M BULL nEqual v3 2%SL 2%TP,15m,15M BULL nEqual v3 2%SL 2%TP
2686082879,2025-10-03,NVDA,187.33,1,187.33,9,Open,Long,1H NVDA 1Skew v3 5%SL 6%TP,1h,1H NVDA 1Skew v3 5%SL 6%TP
2686143694,2025-10-03,INTU,680.13,1,680.13,9,Open,Long,15M INTU 1Skew v3 5%SL 6%TP,15m,15M INTU 1Skew v3 5%SL 6%TP
2686172134,2025-09-23,JPM,311.59,1,311.59,20,Open,Long,30M JPM 1Skew v3 5%SL 6%TP,30m,30M JPM 1Skew v3 5%SL 6%TP
2686188389,2025-09-25,CCJ,85.94,1,85.94,17,Open,Long,2H CCJ nEqual v3 5%SL 6%TP,2h,2H CCJ nEqual v3 5%SL 6%TP
2688635736,2025-10-03,XLK,285.16,1,285.16,9,Open,Long,30M XLK 1Skew v3 1%SL 5%TP,30m,30M XLK 1Skew v3 1%SL 5%TP
2696319205,2025-10-03,MNQ1,25018.75,1,25018.75,9,Open,Long,5M MNQ! ECP Futures Version C - 20TP 50SL - Normal Sessions only,5m,5M MNQ! ECP Futures Version C - 20TP 50SL - Normal Sessions only
2700627332,2025-10-03,MNQ1,25018.75,1,25018.75,9,Open,Long,5M MNQ! ECP Futures C - 20TP 50SL - All sessions ,5m,5M MNQ! ECP Futures C - 20TP 50SL - All sessions 
2976818528,2025-10-03,GLD,357.27,1,357.27,9,Open,Long,30M GLD nSkew ATR v3 Heikin,15m,30M GLD nSkew ATR v3 Heikin
2976911539,2025-10-03,OKLO,127.32,1,127.32,9,Open,Long,30M OKLO nSkew v3 3%SL 15%TP,30m,30M OKLO nSkew v3 3%SL 15%TP
2976986114,2025-10-02,NFLX,1155.13,1,1155.13,11,Open,Long,30M NFLX nSkew v3 5%SL 5%TP,30m,30M NFLX nSkew v3 5%SL 5%TP
3016664839,2025-10-03,SPRX,39.82,1,39.82,10,Open,Long,10M SPRX 1Skew v3 3%SL 3%TP,10m,10M SPRX 1Skew v3 3%SL 3%TP
3034720445,2025-10-01,MES1,6758.75,1,6758.75,11,Open,Long,5M MES! ECP Futures C - 50TP 40SL,5m,5M MES! ECP Futures C - 50TP 40SL
3089155115,2025-10-03,SPY,670.35,1,670.35,10,Open,Long,2H SPY 4Skew v3 5%SL 5%TP,2h,2H SPY 4Skew v3 5%SL 5%TP
3089163567,2025-10-03,SPY,670.35,1,670.35,10,Open,Long,2H SPY 4Skew v3 3%SL 3%TP,2h,2H SPY 4Skew v3 3%SL 3%TP
3089167252,2025-10-02,SPY,669.49,1,669.49,10,Open,Long,1H SPY 4Skew v3 5%SL 3%TP,1h,1H SPY 4Skew v3 5%SL 3%TP
